IPIC Ref No.,IPIC Comment
IPIC-3463,"Surveyors comments noted.MNBU3342422 malfunctioned, displaying several alarms related to frequency converter multiple times.Temperature was outside range of set point most of voyage"
IPIC-3463,"Surveyors comments noted.MNBU3342422 malfunctioned, displaying several alarms related to frequency converter multiple times.Temperature was outside range of set point most of voyage"
IPIC-3463,"Surveyors comments noted.MNBU3342422 malfunctioned, displaying several alarms related to frequency converter multiple times.Temperature was outside range of set point most of voyage"
IPIC-3465,"Surveyors comments noted.The temperatures recorded in the data logger, as well as the events and the frequent defrost modes, seems to suggest that both MMAU1194970 & MMAU1221510 suffered from severe ice build-up in the T-floor and behind the air guide.This would have obstructed the air flow significantly and subsequent reduced the cooling capacity, which the caused the cargo damage."
IPIC-3465,"Surveyors comments noted.The temperatures recorded in the data logger, as well as the events and the frequent defrost modes, seems to suggest that both MMAU1194970 & MMAU1221510 suffered from severe ice build-up in the T-floor and behind the air guide.This would have obstructed the air flow significantly and subsequent reduced the cooling capacity, which the caused the cargo damage."
IPIC-3466,"Surveyors comments noted.Our analysis of the data logger show that temperatures were maintained within acceptable range of set point during entire voyage."
IPIC-3467,"Surveyors comments noted.Our analysis of the data logger show that reefer was released for export booking with the set point adjusted wrongly. It was set at -3 degree C instead of +6 degree C as specified on the BL.We recommend that recovery is pursued against the depot responsible for preparing and releasing the container for this booking."
IPIC-3468,"Surveyors comments noted.Data logger show that reefer unit malfunctioned, with alarms indicating problems with the frequency converter and loss of cooling.These issues caused the temperature to rise outside the acceptable range of set point"
IPIC-3469,"Surveyors comments noted.Reefer suffered from malfunction, which the temperature to rise outside the acceptable range of set point.According to work order in MERC+, the evaporator coil and fan motor were defective and had to replaced."
IPIC-3470,"Advised by Karen Thompson Scheele, Customer Solutions Manager, USA that this is a duplicate instruction and should therefore be deleted.Survey report and findings can be found under IPIC 3431."
IPIC-3471,Please see surveyors comments in Stage 11 - Sealand have been notified accordingly.
IPIC-3472,"Surveyors comments noted.Our analysis of the data logger did not reveal any technical malfunction with the reefer unit. According to the log, temperatures were kept within range of set point.However the container was found with excessive ice build-up at the door end, which has been caused by ingress of ambient air, most likely made possible by defective door gaskets.The ice build up will have caused a reduction in air flow and/or short circuited the air flow, which elevated temperatures in the cargo at the door end and consequently causing cargo damage. We recommend that recovery is pursued against depot responsible for releasing faulty equipment for export."
IPIC-3473,"Surveyors comments noted.Despite previous request, we have not received the data logger for analysis, hence we are not able to comment on temperature or events that could possibly explain the cause of damage.However as document in this report, container was found with severe ice build-up in the T-floor and behind the air guide. This would have caused a significant obstruction to the air flow and subsequent reduced the cooling capacity."
IPIC-3474,"Issues with return air from the onset as at 10/12C, rather than closer to carriage temperature of 6.5C, and raises the question whether the fruit was adequately pre-cooled. No alarm modes shown. Issues with the reefers shortly after loading with readings stopping on the 4th September, with delivery on the 15th September. "
IPIC-3474,"Issues with return air from the onset as at 10/12C, rather than closer to carriage temperature of 6.5C, and raises the question whether the fruit was adequately pre-cooled. No alarm modes shown. Issues with the reefers shortly after loading with readings stopping on the 4th September, with delivery on the 15th September. "
IPIC-3475,"Surveyors comments noted.No claim expected. However in the event that a formal claim is received, we recommend that recovery action is pursued against vessel as container was off power multiple times and for a 24 hr period between 2nd and 3rd september 2015. "
IPIC-3476,"Data logger not available in RCM, so unable to comment whether hot stuffed or software no. In the event a claim is submitted, data logger required to allow further comment.   "
IPIC-3477,"RCM  log records hot stuffing, unlikely claim will be submitted, as surveyor has remarked no issue with the tuna, however, if this is not the case on arrival Mauritius, we will then comment in more detail of the log. Any claim should be refuted.  "
